"order_id";"customer_id";"order_date";"order_year";"order_month";"yr_month";"store_name";"city";"state";"product_name";"brand_name";"category_name";"quantity";"list_price";"discount";"discount_pct";"gross_amount";"discount_amount";"net_amount"
1587;231;"2018-04-26";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Balloon 3i EQ Ladies' - 2018";"Electra";"Comfort Bicycles";2;799.99;0.07;7.0;1599.98;111.9986;1487.9814
1409;21;"2018-02-26";2018;2;"2018-02";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Balloon 7i EQ - 2018";"Electra";"Comfort Bicycles";2;899.99;0.07;7.0;1799.98;125.9986;1673.9814
1474;816;"2018-03-30";2018;3;"2018-03";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Balloon 7i EQ - 2018";"Electra";"Comfort Bicycles";1;899.99;0.2;20.0;899.99;179.998;719.992
1568;192;"2018-04-21";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Balloon 7i EQ - 2018";"Electra";"Comfort Bicycles";1;899.99;0.1;10.0;899.99;89.999;809.991
1605;123;"2018-07-01";2018;7;"2018-07";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Balloon 7i EQ - 2018";"Electra";"Comfort Bicycles";1;899.99;0.1;10.0;899.99;89.999;809.991
1423;1231;"2018-03-06";2018;3;"2018-03";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 1 - 2018";"Electra";"Comfort Bicycles";1;449.99;0.2;20.0;449.99;89.998;359.992
1491;82;"2018-04-04";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 1 - 2018";"Electra";"Comfort Bicycles";1;449.99;0.05;5.0;449.99;22.4995;427.4905
1496;3;"2018-04-06";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 1 - 2018";"Electra";"Comfort Bicycles";1;449.99;0.05;5.0;449.99;22.4995;427.4905
1503;208;"2018-04-07";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 1 - 2018";"Electra";"Comfort Bicycles";2;449.99;0.05;5.0;899.98;44.999;854.981
1517;97;"2018-04-11";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Go! 8i - 2017/2018";"Electra";"Comfort Bicycles";2;2599.99;0.07;7.0;5199.98;363.9986;4835.9814
1333;203;"2018-01-06";2018;1;"2018-01";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D EQ - 2017/2018";"Electra";"Comfort Bicycles";2;679.99;0.1;10.0;1359.98;135.998;1223.982
1410;1005;"2018-02-27";2018;2;"2018-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D EQ - 2017/2018";"Electra";"Comfort Bicycles";1;679.99;0.1;10.0;679.99;67.999;611.991
1484;35;"2018-04-02";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D EQ - 2017/2018";"Electra";"Comfort Bicycles";2;679.99;0.05;5.0;1359.98;67.999;1291.981
1518;175;"2018-04-11";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D EQ - 2017/2018";"Electra";"Comfort Bicycles";2;679.99;0.1;10.0;1359.98;135.998;1223.982
1572;14;"2018-04-22";2018;4;"2018-04";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D EQ - 2017/2018";"Electra";"Comfort Bicycles";2;679.99;0.2;20.0;1359.98;271.996;1087.984
1350;637;"2018-01-15";2018;1;"2018-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Balloon 3i EQ - 2017/2018";"Electra";"Comfort Bicycles";1;749.99;0.1;10.0;749.99;74.999;674.991
1386;1254;"2018-02-09";2018;2;"2018-02";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Balloon 7i EQ Ladies' - 2017/2018";"Electra";"Comfort Bicycles";1;899.99;0.1;10.0;899.99;89.999;809.991
1390;63;"2018-02-12";2018;2;"2018-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Balloon 7i EQ Ladies' - 2017/2018";"Electra";"Comfort Bicycles";1;899.99;0.1;10.0;899.99;89.999;809.991
1475;112;"2018-03-30";2018;3;"2018-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Balloon 7i EQ Ladies' - 2017/2018";"Electra";"Comfort Bicycles";2;899.99;0.05;5.0;1799.98;89.999;1709.981
1538;79;"2018-04-15";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Balloon 7i EQ Ladies' - 2017/2018";"Electra";"Comfort Bicycles";2;899.99;0.05;5.0;1799.98;89.999;1709.981
1361;1084;"2018-01-22";2018;1;"2018-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Balloon 8D EQ - 2016/2017/2018";"Electra";"Comfort Bicycles";2;749.99;0.07;7.0;1499.98;104.9986;1394.9814
1372;1013;"2018-01-29";2018;1;"2018-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Balloon 8D EQ - 2016/2017/2018";"Electra";"Comfort Bicycles";1;749.99;0.07;7.0;749.99;52.4993;697.4907
1411;109;"2018-03-01";2018;3;"2018-03";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018";"Electra";"Comfort Bicycles";2;749.99;0.2;20.0;1499.98;299.996;1199.984
1480;27;"2018-04-01";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018";"Electra";"Comfort Bicycles";2;749.99;0.1;10.0;1499.98;149.998;1349.982
1495;86;"2018-04-05";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018";"Electra";"Comfort Bicycles";2;749.99;0.2;20.0;1499.98;299.996;1199.984
1564;46;"2018-04-21";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Commute 27D - 2018";"Electra";"Comfort Bicycles";1;899.99;0.07;7.0;899.99;62.9993;836.9907
1466;738;"2018-03-26";2018;3;"2018-03";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Commute 27D Ladies - 2018";"Electra";"Comfort Bicycles";2;899.99;0.07;7.0;1799.98;125.9986;1673.9814
1515;61;"2018-04-10";2018;4;"2018-04";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Commute 27D Ladies - 2018";"Electra";"Comfort Bicycles";2;899.99;0.05;5.0;1799.98;89.999;1709.981
1520;66;"2018-04-11";2018;4;"2018-04";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Commute 27D Ladies - 2018";"Electra";"Comfort Bicycles";2;899.99;0.07;7.0;1799.98;125.9986;1673.9814
1578;93;"2018-04-23";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Commute 27D Ladies - 2018";"Electra";"Comfort Bicycles";1;899.99;0.05;5.0;899.99;44.9995;854.9905
1328;1083;"2018-01-02";2018;1;"2018-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Commute 8D - 2018";"Electra";"Comfort Bicycles";1;749.99;0.1;10.0;749.99;74.999;674.991
1523;8;"2018-04-12";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Commute 8D - 2018";"Electra";"Comfort Bicycles";2;749.99;0.2;20.0;1499.98;299.996;1199.984
1571;80;"2018-04-22";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Commute 8D Ladies' - 2018";"Electra";"Comfort Bicycles";2;699.99;0.1;10.0;1399.98;139.998;1259.982
1355;1010;"2018-01-19";2018;1;"2018-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 1 Ladies' - 2018";"Electra";"Comfort Bicycles";2;449.99;0.1;10.0;899.98;89.998;809.982
1524;37;"2018-04-12";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 1 Ladies' - 2018";"Electra";"Comfort Bicycles";1;449.99;0.2;20.0;449.99;89.998;359.992
1585;157;"2018-04-26";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 1 Ladies' - 2018";"Electra";"Comfort Bicycles";1;449.99;0.1;10.0;449.99;44.999;404.991
1521;53;"2018-04-12";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D EQ Ladies' - 2018";"Electra";"Comfort Bicycles";2;679.99;0.2;20.0;1359.98;271.996;1087.984
1550;39;"2018-04-17";2018;4;"2018-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D Ladies' - 2018";"Electra";"Comfort Bicycles";2;559.99;0.05;5.0;1119.98;55.999;1063.981
16;552;"2016-01-12";2016;1;"2016-01";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
25;657;"2016-01-18";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
26;1280;"2016-01-18";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
29;437;"2016-01-20";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
35;813;"2016-01-22";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
45;1220;"2016-01-28";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
55;1173;"2016-02-04";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
59;563;"2016-02-05";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
67;526;"2016-02-09";2016;2;"2016-02";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
86;276;"2016-02-21";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.2;20.0;539.98;107.996;431.984
93;1328;"2016-02-26";2016;2;"2016-02";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
94;929;"2016-02-27";2016;2;"2016-02";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
98;1194;"2016-02-28";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
99;1165;"2016-02-29";2016;2;"2016-02";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
140;1264;"2016-03-23";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
149;763;"2016-03-28";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
160;205;"2016-04-04";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.07;7.0;269.99;18.8993;251.0907
162;31;"2016-04-06";2016;4;"2016-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
175;951;"2016-04-13";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
194;558;"2016-04-28";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.2;20.0;539.98;107.996;431.984
195;727;"2016-04-28";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
214;363;"2016-05-10";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
223;1368;"2016-05-15";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
225;307;"2016-05-17";2016;5;"2016-05";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
239;13;"2016-05-27";2016;5;"2016-05";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
255;801;"2016-06-03";2016;6;"2016-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.07;7.0;269.99;18.8993;251.0907
256;26;"2016-06-04";2016;6;"2016-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
267;282;"2016-06-11";2016;6;"2016-06";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
273;1340;"2016-06-16";2016;6;"2016-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
286;59;"2016-06-25";2016;6;"2016-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
290;202;"2016-06-28";2016;6;"2016-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
291;158;"2016-06-29";2016;6;"2016-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
319;941;"2016-07-18";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
322;924;"2016-07-19";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.07;7.0;269.99;18.8993;251.0907
330;622;"2016-07-24";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
335;1193;"2016-07-25";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.07;7.0;269.99;18.8993;251.0907
346;584;"2016-08-01";2016;8;"2016-08";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
354;551;"2016-08-03";2016;8;"2016-08";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
357;14;"2016-08-05";2016;8;"2016-08";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
358;1042;"2016-08-05";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
363;834;"2016-08-11";2016;8;"2016-08";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
366;1054;"2016-08-13";2016;8;"2016-08";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
368;995;"2016-08-14";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
375;536;"2016-08-17";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
381;1297;"2016-08-19";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
383;331;"2016-08-20";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
384;410;"2016-08-20";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.2;20.0;539.98;107.996;431.984
385;1274;"2016-08-20";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.07;7.0;269.99;18.8993;251.0907
409;416;"2016-09-01";2016;9;"2016-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
425;843;"2016-09-08";2016;9;"2016-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
434;726;"2016-09-13";2016;9;"2016-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
458;197;"2016-09-25";2016;9;"2016-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
472;468;"2016-09-30";2016;9;"2016-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
478;304;"2016-10-02";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
479;984;"2016-10-03";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
491;1048;"2016-10-08";2016;10;"2016-10";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
496;193;"2016-10-10";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.2;20.0;539.98;107.996;431.984
498;1331;"2016-10-10";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
512;8;"2016-10-19";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.07;7.0;269.99;18.8993;251.0907
517;613;"2016-10-21";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
522;724;"2016-10-23";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
526;1096;"2016-10-26";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
528;676;"2016-10-28";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
534;1406;"2016-10-29";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
539;1144;"2016-11-02";2016;11;"2016-11";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
544;321;"2016-11-06";2016;11;"2016-11";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
558;1443;"2016-11-15";2016;11;"2016-11";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
566;298;"2016-11-22";2016;11;"2016-11";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.2;20.0;539.98;107.996;431.984
578;819;"2016-11-27";2016;11;"2016-11";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.07;7.0;269.99;18.8993;251.0907
580;581;"2016-11-30";2016;11;"2016-11";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.2;20.0;539.98;107.996;431.984
587;487;"2016-12-06";2016;12;"2016-12";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
592;1232;"2016-12-06";2016;12;"2016-12";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
594;1318;"2016-12-07";2016;12;"2016-12";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
614;654;"2016-12-18";2016;12;"2016-12";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
624;814;"2016-12-24";2016;12;"2016-12";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
630;1404;"2016-12-26";2016;12;"2016-12";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
645;1199;"2017-01-08";2017;1;"2017-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
741;119;"2017-02-28";2017;2;"2017-02";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
760;1104;"2017-03-07";2017;3;"2017-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
807;1148;"2017-03-30";2017;3;"2017-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.2;20.0;539.98;107.996;431.984
834;890;"2017-04-12";2017;4;"2017-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
884;871;"2017-05-11";2017;5;"2017-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.05;5.0;539.98;26.999;512.981
933;909;"2017-06-07";2017;6;"2017-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
981;687;"2017-06-26";2017;6;"2017-06";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
1034;895;"2017-07-30";2017;7;"2017-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
1125;945;"2017-09-14";2017;9;"2017-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Children Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
