store_name,product_name,brand_name,stock_remaining
"Santa Cruz Bikes","Electra Super Moto 8i - 2018",Electra,11
"Baldwin Bikes","Trek Superfly 24 - 2017/2018",Trek,11
"Baldwin Bikes","Trek Crockett 7 Disc - 2018",Trek,11
"Baldwin Bikes","Trek Powerfly 5 - 2018",Trek,11
"Baldwin Bikes","Surly Troll Frameset - 2018",Surly,11
"Baldwin Bikes","Surly Ice Cream Truck Frameset - 2016",Surly,11
"Baldwin Bikes","Electra Cruiser Lux 7D Ladies' - 2018",Electra,11
"Baldwin Bikes","Electra Delivery 3i - 2016/2017/2018",Electra,11
"Baldwin Bikes","Electra Queen of Hearts 3i - 2018",Electra,11
"Baldwin Bikes","Electra Cruiser Lux Fat Tire 1 Ladies - 2017",Electra,11
"Rowlett Bikes","Trek Powerfly 5 Women's - 2018",Trek,11
"Rowlett Bikes","Trek Domane SL 6 - 2018",Trek,11
"Rowlett Bikes","Trek Emonda SL 6 Disc - 2018",Trek,11
"Rowlett Bikes","Trek Domane ALR 5 Disc - 2018",Trek,11
"Rowlett Bikes","Trek X-Caliber 8 - 2017",Trek,11
"Rowlett Bikes","Trek Fuel EX 8 29 - 2016",Trek,11
"Rowlett Bikes","Surly Pack Rat - 2018",Surly,11
"Rowlett Bikes","Surly ECR - 2018",Surly,11
"Rowlett Bikes","Surly Krampus - 2018",Surly,11
"Rowlett Bikes","Sun Bicycles Drifter 7 - 2017","Sun Bicycles",11
"Rowlett Bikes","Sun Bicycles Cruz 7 - 2017","Sun Bicycles",11
"Rowlett Bikes","Electra Townie Balloon 3i EQ - 2017/2018",Electra,11
"Rowlett Bikes","Electra Townie Original 7D EQ Ladies' - 2017/2018",Electra,11
"Santa Cruz Bikes","Trek Domane SL 5 Disc Women's - 2018",Trek,12
"Santa Cruz Bikes","Trek Procaliber 6 - 2018",Trek,12
"Santa Cruz Bikes","Trek X-Caliber 8 - 2018",Trek,12
"Santa Cruz Bikes","Surly Pack Rat Frameset - 2018",Surly,12
"Santa Cruz Bikes","Sun Bicycles Revolutions 24 - 2017","Sun Bicycles",12
"Santa Cruz Bikes","Heller Shagamaw GX1 - 2018",Heller,12
"Santa Cruz Bikes","Haro Flightline One ST - 2017",Haro,12
"Santa Cruz Bikes","Electra Townie Go! 8i - 2017/2018",Electra,12
"Santa Cruz Bikes","Electra Cruiser 1 Tall - 2016/2018",Electra,12
"Baldwin Bikes","Trek Crockett 5 Disc - 2018",Trek,12
"Baldwin Bikes","Trek Domane ALR 3 - 2018",Trek,12
"Baldwin Bikes","Trek Marlin 6 - 2018",Trek,12
"Baldwin Bikes","Surly Pack Rat Frameset - 2018",Surly,12
"Baldwin Bikes","Electra Tiger Shark 1 (20-inch) - Boys' - 2018",Electra,12
"Baldwin Bikes","Electra Townie Balloon 7i EQ Ladies' - 2017/2018",Electra,12
"Baldwin Bikes","Electra Daydreamer 3i Ladies' - 2018",Electra,12
"Baldwin Bikes","Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018",Electra,12
"Baldwin Bikes","Electra Cruiser 7D Ladies' - 2016/2018",Electra,12
"Baldwin Bikes","Electra Townie Original 7D - 2017",Electra,12
"Baldwin Bikes","Electra Townie 3i EQ (20-inch) - Boys' - 2017",Electra,12
"Baldwin Bikes","Electra Girl's Hawaii 1 (20-inch) - 2015/2016",Electra,12
"Rowlett Bikes","Trek Precaliber 20 6-speed Boy's - 2018",Trek,12
"Rowlett Bikes","Trek Precaliber 12 Girl's - 2018",Trek,12
"Rowlett Bikes","Trek Crockett 5 Disc - 2018",Trek,12
"Rowlett Bikes","Trek Domane AL 2 - 2018",Trek,12
"Rowlett Bikes","Trek Domane SL Frameset Women's - 2018",Trek,12
"Rowlett Bikes","Trek Marlin 6 - 2018",Trek,12
"Rowlett Bikes","Trek Remedy 29 Carbon Frameset - 2016",Trek,12
"Rowlett Bikes","Trek Slash 8 27.5 - 2016",Trek,12
"Rowlett Bikes","Electra Treasure 3i 20" - 2018"",Electra,12
"Rowlett Bikes","Electra Townie Balloon 8D EQ - 2016/2017/2018",Electra,12
"Rowlett Bikes","Electra Delivery 3i - 2016/2017/2018",Electra,12
"Rowlett Bikes","Electra Cruiser 1 Tall - 2016/2018",Electra,12
"Rowlett Bikes","Electra Queen of Hearts 3i - 2018",Electra,12
"Santa Cruz Bikes","Trek Precaliber 24 21-speed Boy's - 2018",Trek,13
"Santa Cruz Bikes","Trek Crockett 5 Disc - 2018",Trek,13
"Santa Cruz Bikes","Trek Domane SL Frameset - 2018",Trek,13
"Santa Cruz Bikes","Trek Domane SLR 6 Disc Women's - 2018",Trek,13
"Santa Cruz Bikes","Trek Boy's Kickster - 2015/2017",Trek,13
"Santa Cruz Bikes","Trek X-Caliber 8 - 2017",Trek,13
"Santa Cruz Bikes","Surly Straggler 650b - 2018",Surly,13
"Santa Cruz Bikes","Sun Bicycles Streamway 3 - 2017","Sun Bicycles",13
"Santa Cruz Bikes","Sun Bicycles Boardwalk (24-inch Wheels) - 2017","Sun Bicycles",13
"Santa Cruz Bikes","Sun Bicycles Biscayne Tandem CB - 2017","Sun Bicycles",13
"Santa Cruz Bikes","Haro Flightline Two 26 Plus - 2017",Haro,13
"Santa Cruz Bikes","Electra Townie Balloon 7i EQ Ladies' - 2017/2018",Electra,13
"Santa Cruz Bikes","Electra Daydreamer 3i Ladies' - 2018",Electra,13
"Santa Cruz Bikes","Electra Cruiser 1 (24-Inch) - 2016",Electra,13
"Baldwin Bikes","Trek Super Commuter+ 8S - 2018",Trek,13
"Baldwin Bikes","Trek Lift+ Lowstep - 2018",Trek,13
"Baldwin Bikes","Trek Domane ALR 5 Gravel - 2018",Trek,13
"Baldwin Bikes","Trek Remedy 9.8 27.5 - 2018",Trek,13
"Baldwin Bikes","Trek Remedy 27.5 C Frameset - 2018",Trek,13
"Baldwin Bikes","Trek Farley Alloy Frameset - 2017",Trek,13
"Baldwin Bikes","Surly Big Fat Dummy Frameset - 2018",Surly,13
"Baldwin Bikes","Surly Straggler - 2016",Surly,13
"Baldwin Bikes","Strider Sport 16 - 2018",Strider,13
"Baldwin Bikes","Pure Cycles Western 3-Speed - Women's - 2015/2016","Pure Cycles",13
"Baldwin Bikes","Haro SR 1.2 - 2017",Haro,13
"Baldwin Bikes","Electra Townie Balloon 3i EQ Ladies' - 2018",Electra,13
"Baldwin Bikes","Electra Straight 8 1 (20-inch) - Boy's - 2018",Electra,13
"Baldwin Bikes","Electra Townie Commute Go! Ladies' - 2018",Electra,13
"Rowlett Bikes","Trek CrossRip 2 - 2018",Trek,13
"Rowlett Bikes","Trek Domane SL Disc Frameset - 2017",Trek,13
"Rowlett Bikes","Sun Bicycles Atlas X-Type - 2017","Sun Bicycles",13
"Rowlett Bikes","Electra Townie Go! 8i - 2017/2018",Electra,13
"Rowlett Bikes","Electra Tiger Shark 3i (20-inch) - Boys' - 2018",Electra,13
"Santa Cruz Bikes","Trek Precaliber 20 6-speed Boy's - 2018",Trek,14
"Santa Cruz Bikes","Trek CrossRip 2 - 2018",Trek,14
"Santa Cruz Bikes","Trek Emonda SL 6 Disc - 2018",Trek,14
"Santa Cruz Bikes","Electra Townie Original 1 Ladies' - 2018",Electra,14
"Santa Cruz Bikes","Electra Townie Original 7D EQ Ladies' - 2017/2018",Electra,14
"Santa Cruz Bikes","Electra Cruiser 1 - 2016/2017/2018",Electra,14
"Baldwin Bikes","Trek Precaliber 12 Boys - 2017",Trek,14
"Baldwin Bikes","Trek 820 - 2016",Trek,14
"Baldwin Bikes","Electra Straight 8 3i (20-inch) - Boy's - 2017",Electra,14
"Rowlett Bikes","Trek Precaliber 24 (7-Speed) - Boys - 2018",Trek,14
"Rowlett Bikes","Trek Domane SL Frameset - 2018",Trek,14
"Rowlett Bikes","Trek Remedy 9.8 - 2017",Trek,14
"Rowlett Bikes","Trek Farley Alloy Frameset - 2017",Trek,14
"Rowlett Bikes","Trek 820 - 2016",Trek,14
"Rowlett Bikes","Surly Wednesday Frameset - 2017",Surly,14
"Rowlett Bikes","Electra Water Lily 1 (16-inch) - Girl's - 2018",Electra,14
"Rowlett Bikes","Electra Tiger Shark 1 (20-inch) - Boys' - 2018",Electra,14
"Rowlett Bikes","Electra Townie Original 21D EQ - 2017/2018",Electra,14
"Rowlett Bikes","Electra Girl's Hawaii 1 16" - 2017"",Electra,14
"Santa Cruz Bikes","Trek X-Caliber Frameset - 2018",Trek,15
"Santa Cruz Bikes","Trek Ticket S Frame - 2018",Trek,15
"Santa Cruz Bikes","Trek Domane SLR 6 Disc - 2017",Trek,15
"Santa Cruz Bikes","Surly Straggler 650b - 2018",Surly,15
"Santa Cruz Bikes","Surly Straggler - 2016",Surly,15
"Santa Cruz Bikes","Sun Bicycles Cruz 3 - Women's - 2017","Sun Bicycles",15
"Santa Cruz Bikes","Haro SR 1.2 - 2017",Haro,15
"Santa Cruz Bikes","Electra Townie Original 21D EQ - 2017/2018",Electra,15
"Santa Cruz Bikes","Electra Townie Original 7D EQ - 2018",Electra,15
"Santa Cruz Bikes","Electra Townie 3i EQ (20-inch) - Boys' - 2017",Electra,15
"Santa Cruz Bikes","Electra Girl's Hawaii 1 16" - 2017"",Electra,15
"Baldwin Bikes","Trek Precaliber 20 Boy's - 2018",Trek,15
"Baldwin Bikes","Trek Precaliber 16 Boy's - 2018",Trek,15
"Baldwin Bikes","Trek XM700+ - 2018",Trek,15
"Baldwin Bikes","Trek Madone 9.2 - 2017",Trek,15
"Baldwin Bikes","Trek Fuel EX 9.8 29 - 2017",Trek,15
"Baldwin Bikes","Surly Troll Frameset - 2017",Surly,15
"Baldwin Bikes","Pure Cycles William 3-Speed - 2016","Pure Cycles",15
"Baldwin Bikes","Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018",Electra,15
"Baldwin Bikes","Electra Treasure 1 20" - 2018"",Electra,15
"Baldwin Bikes","Electra Straight 8 1 (16-inch) - Boy's - 2018",Electra,15
"Baldwin Bikes","Electra Loft Go! 8i - 2018",Electra,15
"Baldwin Bikes","Electra Savannah 3i (20-inch) - Girl's - 2017",Electra,15
"Rowlett Bikes","Trek Precaliber 24 7-speed Girl's - 2018",Trek,15
"Rowlett Bikes","Trek Precaliber 24 21-speed Girl's - 2018",Trek,15
"Rowlett Bikes","Trek Conduit+ - 2018",Trek,15
"Rowlett Bikes","Trek Domane ALR Frameset - 2018",Trek,15
"Rowlett Bikes","Trek X-Caliber Frameset - 2018",Trek,15
"Rowlett Bikes","Trek Farley Carbon Frameset - 2018",Trek,15
"Rowlett Bikes","Sun Bicycles Lil Kitt'n - 2017","Sun Bicycles",15
"Rowlett Bikes","Haro Shredder Pro 20 - 2017",Haro,15
"Rowlett Bikes","Haro Downtown 16 - 2017",Haro,15
"Rowlett Bikes","Electra Townie Go! 8i Ladies' - 2018",Electra,15
"Rowlett Bikes","Electra Townie Original 7D - 2015/2016",Electra,15
"Santa Cruz Bikes","Trek Precaliber 16 Boy's - 2018",Trek,16
"Santa Cruz Bikes","Trek Powerfly 5 FS - 2018",Trek,16
"Santa Cruz Bikes","Trek Neko+ - 2018",Trek,16
"Santa Cruz Bikes","Trek Domane AL 3 - 2018",Trek,16
"Santa Cruz Bikes","Trek 1120 - 2018",Trek,16
"Santa Cruz Bikes","Strider Sport 16 - 2018",Strider,16
"Santa Cruz Bikes","Pure Cycles Western 3-Speed - Women's - 2015/2016","Pure Cycles",16
"Santa Cruz Bikes","Electra Townie Go! 8i Ladies' - 2018",Electra,16
"Santa Cruz Bikes","Electra Cruiser Lux 7D - 2018",Electra,16
"Santa Cruz Bikes","Electra Glam Punk 3i Ladies' - 2017",Electra,16
"Santa Cruz Bikes","Electra Townie Original 7D EQ - 2016",Electra,16
"Santa Cruz Bikes","Electra Townie Original 21D - 2016",Electra,16
"Baldwin Bikes","Trek CrossRip+ - 2018",Trek,16
"Baldwin Bikes","Trek Domane AL 3 - 2018",Trek,16
"Baldwin Bikes","Trek Domane ALR Disc Frameset - 2018",Trek,16
"Baldwin Bikes","Trek Fuel EX 5 Plus - 2018",Trek,16
"Baldwin Bikes","Trek Fuel EX 7 29 - 2018",Trek,16
"Baldwin Bikes","Trek Fuel EX 5 27.5 Plus - 2017",Trek,16
"Baldwin Bikes","Sun Bicycles Lil Bolt Type-R - 2017","Sun Bicycles",16
"Baldwin Bikes","Ritchey Timberwolf Frameset - 2016",Ritchey,16
"Baldwin Bikes","Electra Amsterdam Royal 8i Ladies - 2018",Electra,16
"Baldwin Bikes","Electra Townie Original 7D EQ - 2018",Electra,16
"Baldwin Bikes","Electra Moto 3i - 2018",Electra,16
"Baldwin Bikes","Electra Townie Original 21D - 2016",Electra,16
"Baldwin Bikes","Electra Cruiser 1 (24-Inch) - 2016",Electra,16
"Rowlett Bikes","Trek Super Commuter+ 7 - 2018",Trek,16
"Rowlett Bikes","Trek Procaliber Frameset - 2018",Trek,16
"Rowlett Bikes","Trek Procal AL Frameset - 2018",Trek,16
"Rowlett Bikes","Trek Precaliber 12 Boys - 2017",Trek,16
"Rowlett Bikes","Haro SR 1.3 - 2017",Haro,16
"Rowlett Bikes","Electra Sweet Ride 3i (20-inch) - Girls' - 2018",Electra,16
"Rowlett Bikes","Electra Townie Go! 8i - 2017/2018",Electra,16
"Rowlett Bikes","Electra Relic 3i - 2018",Electra,16
"Rowlett Bikes","Electra Cruiser Lux 7D Ladies' - 2018",Electra,16
"Santa Cruz Bikes","Trek Precaliber 24 7-speed Girl's - 2018",Trek,17
"Santa Cruz Bikes","Trek Precaliber 24 21-speed Girl's - 2018",Trek,17
"Santa Cruz Bikes","Trek Remedy 7 27.5 - 2018",Trek,17
"Santa Cruz Bikes","Trek Kids' Neko - 2018",Trek,17
"Santa Cruz Bikes","Trek 820 - 2018",Trek,17
"Santa Cruz Bikes","Surly ECR - 2018",Surly,17
"Santa Cruz Bikes","Surly Ogre Frameset - 2017",Surly,17
"Santa Cruz Bikes","Electra Townie Balloon 8D EQ - 2016/2017/2018",Electra,17
"Santa Cruz Bikes","Electra Amsterdam Fashion 3i Ladies' - 2017/2018",Electra,17
"Santa Cruz Bikes","Electra Townie Commute 8D - 2018",Electra,17
"Santa Cruz Bikes","Electra Townie Commute 27D Ladies - 2018",Electra,17
"Santa Cruz Bikes","Electra Townie Original 21D - 2018",Electra,17
"Santa Cruz Bikes","Electra Townie 7D (20-inch) - Boys' - 2017",Electra,17
"Baldwin Bikes","Trek Domane ALR Frameset - 2018",Trek,17
"Baldwin Bikes","Trek Stache Carbon Frameset - 2018",Trek,17
"Baldwin Bikes","Trek Marlin 7 - 2017/2018",Trek,17
"Baldwin Bikes","Trek Domane S 5 Disc - 2017",Trek,17
"Baldwin Bikes","Trek Conduit+ - 2016",Trek,17
"Baldwin Bikes","Surly Ice Cream Truck Frameset - 2017",Surly,17
"Baldwin Bikes","Electra Townie Balloon 7i EQ Ladies' - 2017/2018",Electra,17
"Baldwin Bikes","Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018",Electra,17
"Rowlett Bikes","Trek Kickster - 2018",Trek,17
"Rowlett Bikes","Trek CrossRip 1 - 2018",Trek,17
"Rowlett Bikes","Trek Fuel EX 5 Plus - 2018",Trek,17
"Rowlett Bikes","Trek Remedy 27.5 C Frameset - 2018",Trek,17
"Rowlett Bikes","Heller Shagamaw GX1 - 2018",Heller,17
"Rowlett Bikes","Electra Townie Balloon 8D EQ - 2016/2017/2018",Electra,17
"Rowlett Bikes","Electra Townie Balloon 7i EQ Ladies' - 2017/2018",Electra,17
"Rowlett Bikes","Electra Townie 7D (20-inch) - Boys' - 2017",Electra,17
"Rowlett Bikes","Electra Cruiser Lux 1 - 2017",Electra,17
"Santa Cruz Bikes","Trek Emonda ALR 6 - 2018",Trek,18
"Santa Cruz Bikes","Surly Steamroller - 2017",Surly,18
"Santa Cruz Bikes","Sun Bicycles Spider 3i - 2017","Sun Bicycles",18
"Santa Cruz Bikes","Electra Townie Commute 27D Ladies - 2018",Electra,18
"Santa Cruz Bikes","Electra Townie Original 21D - 2018",Electra,18
"Santa Cruz Bikes","Electra Tiger Shark 1 (20-inch) - Boys' - 2018",Electra,18
"Santa Cruz Bikes","Electra Morningstar 3i Ladies' - 2018",Electra,18
"Santa Cruz Bikes","Electra Townie Original 21D EQ - 2017/2018",Electra,18
"Baldwin Bikes","Trek Precaliber 24 7-speed Girl's - 2018",Trek,18
"Baldwin Bikes","Trek Superfly 20 - 2018",Trek,18
"Baldwin Bikes","Trek Dual Sport+ - 2018",Trek,18
"Baldwin Bikes","Trek Emonda SL 6 Disc - 2018",Trek,18
"Baldwin Bikes","Trek Farley Carbon Frameset - 2018",Trek,18
"Baldwin Bikes","Trek Ticket S Frame - 2018",Trek,18
"Baldwin Bikes","Haro SR 1.3 - 2017",Haro,18
"Baldwin Bikes","Haro Flightline Two 26 Plus - 2017",Haro,18
"Baldwin Bikes","Electra Townie Balloon 8D EQ - 2016/2017/2018",Electra,18
"Baldwin Bikes","Electra Townie Original 3i EQ - 2017/2018",Electra,18
"Baldwin Bikes","Electra Townie Original 21D EQ Ladies' - 2018",Electra,18
"Baldwin Bikes","Electra Townie Original 7D - 2015/2016",Electra,18
"Baldwin Bikes","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",Electra,18
"Rowlett Bikes","Trek Superfly 20 - 2018",Trek,18
"Rowlett Bikes","Surly Straggler 650b - 2018",Surly,18
"Rowlett Bikes","Sun Bicycles Cruz 3 - 2017","Sun Bicycles",18
"Rowlett Bikes","Haro Shredder 20 Girls - 2017",Haro,18
"Rowlett Bikes","Electra Townie Commute 8D Ladies' - 2018",Electra,18
"Rowlett Bikes","Electra Cyclosaurus 1 (16-inch) - Boy's - 2018",Electra,18
"Rowlett Bikes","Electra Amsterdam Fashion 7i Ladies' - 2017",Electra,18
"Rowlett Bikes","Electra Townie Original 21D - 2016",Electra,18
"Santa Cruz Bikes","Trek Precaliber 20 Boy's - 2018",Trek,19
"Santa Cruz Bikes","Trek Domane SL 5 - 2018",Trek,19
"Santa Cruz Bikes","Trek Domane SLR 6 Disc - 2018",Trek,19
"Santa Cruz Bikes","Trek Domane ALR 3 - 2018",Trek,19
"Santa Cruz Bikes","Trek Girl's Kickster - 2017",Trek,19
"Santa Cruz Bikes","Surly Krampus Frameset - 2018",Surly,19
"Santa Cruz Bikes","Sun Bicycles Revolutions 24 - Girl's - 2017","Sun Bicycles",19
"Santa Cruz Bikes","Sun Bicycles ElectroLite - 2017","Sun Bicycles",19
"Santa Cruz Bikes","Haro SR 1.3 - 2017",Haro,19
"Santa Cruz Bikes","Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018",Electra,19
"Baldwin Bikes","Trek Fuel EX 8 29 - 2018",Trek,19
"Baldwin Bikes","Surly Ogre Frameset - 2017",Surly,19
"Baldwin Bikes","Electra Townie Commute 27D Ladies - 2018",Electra,19
"Baldwin Bikes","Electra Super Moto 8i - 2018",Electra,19
"Baldwin Bikes","Electra Townie Go! 8i Ladies' - 2018",Electra,19
"Baldwin Bikes","Electra Amsterdam Fashion 7i Ladies' - 2017",Electra,19
"Rowlett Bikes","Trek Precaliber 20 6-speed Girl's - 2018",Trek,19
"Rowlett Bikes","Trek 1120 - 2018",Trek,19
"Rowlett Bikes","Trek Domane SLR 6 Disc - 2017",Trek,19
"Rowlett Bikes","Sun Bicycles Biscayne Tandem CB - 2017","Sun Bicycles",19
"Rowlett Bikes","Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",Electra,19
"Rowlett Bikes","Electra Townie Original 7D EQ - Women's - 2016",Electra,19
"Rowlett Bikes","Electra Townie Original 7D EQ - 2016",Electra,19
"Rowlett Bikes","Electra Cruiser 1 (24-Inch) - 2016",Electra,19
"Santa Cruz Bikes","Trek Precaliber 20 6-speed Girl's - 2018",Trek,20
"Santa Cruz Bikes","Surly Karate Monkey 27.5+ Frameset - 2017",Surly,20
"Santa Cruz Bikes","Sun Bicycles Cruz 7 - 2017","Sun Bicycles",20
"Santa Cruz Bikes","Heller Bloodhound Trail - 2018",Heller,20
"Santa Cruz Bikes","Electra Townie Commute 8D - 2018",Electra,20
"Santa Cruz Bikes","Electra Soft Serve 1 (16-inch) - Girl's - 2018",Electra,20
"Santa Cruz Bikes","Electra Townie Balloon 3i EQ Ladies' - 2018",Electra,20
"Santa Cruz Bikes","Electra Townie Commute 27D - 2018",Electra,20
"Santa Cruz Bikes","Electra Townie Balloon 8D EQ - 2016/2017/2018",Electra,20
"Santa Cruz Bikes","Electra Townie Go! 8i - 2017/2018",Electra,20
"Santa Cruz Bikes","Electra Savannah 3i (20-inch) - Girl's - 2017",Electra,20
"Santa Cruz Bikes","Electra Moto 3i (20-inch) - Boy's - 2017",Electra,20
"Baldwin Bikes","Trek Powerfly 8 FS Plus - 2017",Trek,20
"Baldwin Bikes","Trek Domane SLR 6 Disc - 2017",Trek,20
"Baldwin Bikes","Trek Emonda S 4 - 2017",Trek,20
"Baldwin Bikes","Sun Bicycles Brickell Tandem 7 - 2017","Sun Bicycles",20
"Baldwin Bikes","Electra Townie Balloon 3i EQ Ladies' - 2018",Electra,20
"Baldwin Bikes","Electra Townie Commute Go! Ladies' - 2018",Electra,20
"Baldwin Bikes","Electra Girl's Hawaii 1 16" - 2017"",Electra,20
"Baldwin Bikes","Electra Townie Original 7D EQ - Women's - 2016",Electra,20
"Baldwin Bikes","Electra Townie Original 7D EQ - 2016",Electra,20
"Rowlett Bikes","Trek XM700+ - 2018",Trek,20
"Rowlett Bikes","Trek Dual Sport+ - 2018",Trek,20
"Rowlett Bikes","Trek Lift+ Lowstep - 2018",Trek,20
"Rowlett Bikes","Trek Domane AL 3 - 2018",Trek,20
"Rowlett Bikes","Trek Stache Carbon Frameset - 2018",Trek,20
"Rowlett Bikes","Surly ECR 27.5 - 2018",Surly,20
"Rowlett Bikes","Surly Karate Monkey 27.5+ Frameset - 2017",Surly,20
"Rowlett Bikes","Electra Townie Go! 8i Ladies' - 2018",Electra,20
"Rowlett Bikes","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",Electra,20
"Santa Cruz Bikes","Trek Dual Sport+ - 2018",Trek,21
"Santa Cruz Bikes","Trek Stache 5 - 2018",Trek,21
"Santa Cruz Bikes","Trek X-Caliber 7 - 2018",Trek,21
"Santa Cruz Bikes","Trek Boone 7 - 2017",Trek,21
"Santa Cruz Bikes","Trek Remedy 9.8 - 2017",Trek,21
"Santa Cruz Bikes","Surly Big Dummy Frameset - 2017",Surly,21
"Santa Cruz Bikes","Strider Classic 12 Balance Bike - 2018",Strider,21
"Santa Cruz Bikes","Electra Townie Balloon 7i EQ Ladies' - 2017/2018",Electra,21
"Santa Cruz Bikes","Electra Loft Go! 8i - 2018",Electra,21
"Baldwin Bikes","Trek Precaliber 12 Girl's - 2018",Trek,21
"Baldwin Bikes","Trek Lift+ - 2018",Trek,21
"Baldwin Bikes","Trek Domane SL 5 Disc - 2018",Trek,21
"Baldwin Bikes","Trek Domane SLR 9 Disc - 2018",Trek,21
"Baldwin Bikes","Trek Domane SL 7 Women's - 2018",Trek,21
"Baldwin Bikes","Trek Domane SL 5 Disc Women's - 2018",Trek,21
"Baldwin Bikes","Trek X-Caliber 7 - 2018",Trek,21
"Baldwin Bikes","Trek Boy's Kickster - 2015/2017",Trek,21
"Baldwin Bikes","Surly Straggler 650b - 2016",Surly,21
"Baldwin Bikes","Electra Townie Balloon 3i EQ - 2017/2018",Electra,21
"Rowlett Bikes","Trek Domane SL 6 Disc - 2018",Trek,21
"Rowlett Bikes","Trek Emonda SL 7 - 2018",Trek,21
"Rowlett Bikes","Trek Remedy 7 27.5 - 2018",Trek,21
"Rowlett Bikes","Surly Big Dummy Frameset - 2017",Surly,21
"Rowlett Bikes","Surly Straggler - 2016",Surly,21
"Rowlett Bikes","Strider Classic 12 Balance Bike - 2018",Strider,21
"Rowlett Bikes","Electra Cruiser 7D - 2016/2017/2018",Electra,21
"Santa Cruz Bikes","Trek Precaliber 12 Boy's - 2018",Trek,22
"Santa Cruz Bikes","Trek Crockett 7 Disc - 2018",Trek,22
"Santa Cruz Bikes","Trek Verve+ Lowstep - 2018",Trek,22
"Santa Cruz Bikes","Trek Emonda SL 7 - 2018",Trek,22
"Santa Cruz Bikes","Trek Fuel EX 8 29 XT - 2018",Trek,22
"Santa Cruz Bikes","Trek Stache Carbon Frameset - 2018",Trek,22
"Santa Cruz Bikes","Trek Kids' Dual Sport - 2018",Trek,22
"Santa Cruz Bikes","Trek Domane S 5 Disc - 2017",Trek,22
"Santa Cruz Bikes","Surly Troll Frameset - 2018",Surly,22
"Santa Cruz Bikes","Heller Shagamaw Frame - 2016",Heller,22
"Santa Cruz Bikes","Haro Shredder 20 Girls - 2017",Haro,22
"Santa Cruz Bikes","Electra Under-The-Sea 1 16" - 2018"",Electra,22
"Santa Cruz Bikes","Electra Cruiser 7D Tall - 2016/2018",Electra,22
"Baldwin Bikes","Trek Domane SLR 8 Disc - 2018",Trek,22
"Baldwin Bikes","Sun Bicycles Lil Kitt'n - 2017","Sun Bicycles",22
"Baldwin Bikes","Sun Bicycles Cruz 7 - 2017","Sun Bicycles",22
"Baldwin Bikes","Sun Bicycles Revolutions 24 - 2017","Sun Bicycles",22
"Baldwin Bikes","Haro Shredder 20 Girls - 2017",Haro,22
"Baldwin Bikes","Haro Shredder 20 - 2017",Haro,22
"Baldwin Bikes","Electra Sweet Ride 3i (20-inch) - Girls' - 2018",Electra,22
"Baldwin Bikes","Electra Sweet Ride 1 (20-inch) - Girl's - 2018",Electra,22
"Baldwin Bikes","Electra Soft Serve 1 (16-inch) - Girl's - 2018",Electra,22
"Baldwin Bikes","Electra Straight 8 3i - 2018",Electra,22
"Baldwin Bikes","Electra Townie Original 21D - 2018",Electra,22
"Baldwin Bikes","Electra Moto 3i (20-inch) - Boy's - 2017",Electra,22
"Rowlett Bikes","Trek Domane ALR Disc Frameset - 2018",Trek,22
"Rowlett Bikes","Trek Domane SLR 6 Disc Women's - 2018",Trek,22
"Rowlett Bikes","Trek Precaliber 16 Boys - 2017",Trek,22
"Rowlett Bikes","Trek Stache 5 - 2017",Trek,22
"Rowlett Bikes","Surly Straggler - 2018",Surly,22
"Rowlett Bikes","Sun Bicycles Streamway - 2017","Sun Bicycles",22
"Rowlett Bikes","Sun Bicycles Brickell Tandem CB - 2017","Sun Bicycles",22
"Rowlett Bikes","Strider Strider 20 Sport - 2018",Strider,22
"Rowlett Bikes","Pure Cycles Vine 8-Speed - 2016","Pure Cycles",22
"Rowlett Bikes","Electra Under-The-Sea 1 16" - 2018"",Electra,22
"Rowlett Bikes","Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018",Electra,22
"Rowlett Bikes","Electra Townie Original 7D - 2017",Electra,22
"Rowlett Bikes","Electra Townie Original 7D - 2017",Electra,22
"Rowlett Bikes","Electra Moto 1 - 2016",Electra,22
"Santa Cruz Bikes","Trek Superfly 24 - 2017/2018",Trek,23
"Santa Cruz Bikes","Trek Kickster - 2018",Trek,23
"Santa Cruz Bikes","Trek Super Commuter+ 7 - 2018",Trek,23
"Santa Cruz Bikes","Trek Domane AL 2 - 2018",Trek,23
"Santa Cruz Bikes","Trek Domane AL 2 Women's - 2018",Trek,23
"Santa Cruz Bikes","Trek Fuel EX 7 29 - 2018",Trek,23
"Santa Cruz Bikes","Trek Fuel EX 8 29 - 2016",Trek,23
"Santa Cruz Bikes","Surly Krampus - 2018",Surly,23
"Santa Cruz Bikes","Haro Downtown 16 - 2017",Haro,23
"Santa Cruz Bikes","Electra Townie Commute 8D Ladies' - 2018",Electra,23
"Santa Cruz Bikes","Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018",Electra,23
"Santa Cruz Bikes","Electra Townie Balloon 3i EQ - 2017/2018",Electra,23
